,Wallet,NumberOfTokensAdopted,EarlyCount,LaggardCount,EarlyPercentage,LaggardPercentage,Whale,Non-WhaleEarlyAdopters,Non-WhaleLaggardAdopters,NumberOfWhalesInteractedWith
3501,0x0000000000000000000000001ad52004814e54ab62eb83f8e7b0fbce459fe494,1,1,0,100.0,0.0,False,True,False,1.0
3502,0x00000000000000000000000018080145248e4997c90544031d4f69289bfc7280,1,1,0,100.0,0.0,False,True,False,1.0
3503,0x000000000000000000000000242b7ca8fe64a2edae3bcef135bb49ebddb85f86,1,1,0,100.0,0.0,False,True,False,1.0
3504,0x000000000000000000000000613e550303123dd96b98579c64687dcd9beec8cb,2,2,0,100.0,0.0,False,True,False,1.0
3505,0x000000000000000000000000096ea68c59977d9ea4944f19b792edb5eac1b5d5,1,1,0,100.0,0.0,False,True,False,1.0
3506,0x00000000000000000000000055432a805a460cb8700efb77ca22fa46a2626c3b,1,1,0,100.0,0.0,False,True,False,1.0
3507,0x00000000000000000000000036ef2dbf994d5f97d26e98f3acb814590e96aa6b,1,1,0,100.0,0.0,False,True,False,1.0
3508,0x0000000000000000000000001856723ebfca43942351ceb5c3281bbeca3742e6,1,1,0,100.0,0.0,False,True,False,1.0
3509,0x00000000000000000000000016f09c62175e1ab3963414e8fa4fc60afe3a9aa6,1,1,0,100.0,0.0,False,True,False,1.0
3510,0x000000000000000000000000f1a648bc7385a5e47fe5c1f880988b69966654a9,1,1,0,100.0,0.0,False,True,False,1.0
3511,0x0000000000000000000000008b7740c0c2dc94b9b4aca90471dbd77b4b24165a,1,1,0,100.0,0.0,False,True,False,1.0
3512,0x0000000000000000000000002648e3d82c73b063c0afafdd705d69a9d411b1b8,1,1,0,100.0,0.0,False,True,False,1.0
3513,0x000000000000000000000000d51ce9c7c8e963337414cfe6f1969380dbdf987f,1,1,0,100.0,0.0,False,True,False,1.0
3514,0x00000000000000000000000000fb6bf9e203f059c9ff5615a147c301cab3f823,1,1,0,100.0,0.0,False,True,False,1.0
3515,0x00000000000000000000000040fc78a60f71a8c3a2ff5abfe5fea41ee295e964,1,1,0,100.0,0.0,False,True,False,1.0
3516,0x000000000000000000000000e9d9b82cf921b50f5fa0490379f1e43c9eac1fc1,1,1,0,100.0,0.0,False,True,False,1.0
3517,0x000000000000000000000000b2c2e8be3fa7cab43a6c2730f5301da5f061c1a4,1,1,0,100.0,0.0,False,True,False,1.0
3518,0x000000000000000000000000cb212d267e00338733a48c8abdb4efa73e10327d,1,1,0,100.0,0.0,False,True,False,1.0
3519,0x000000000000000000000000b316a2fa99e0c3078643f411599b7cde823682f4,1,1,0,100.0,0.0,False,True,False,1.0
3520,0x0000000000000000000000008216c7250ae2a27ce457dd3f0c731936e2121cfd,1,1,0,100.0,0.0,False,True,False,1.0
3521,0x0000000000000000000000008ae0dd0e7ed921da9a4b14a9ac3e91afb3f7e442,1,1,0,100.0,0.0,False,True,False,1.0
3522,0x0000000000000000000000000e69cb4ce537eeb69af818e26d71f0602de962b0,1,1,0,100.0,0.0,False,True,False,1.0
3523,0x0000000000000000000000002e72a3336ee5980bc4e64044dd7687a375e88ef4,1,1,0,100.0,0.0,False,True,False,1.0
3524,0x000000000000000000000000e77b8a4d47a9fd23ee2e10376d433d9aa9d50178,1,1,0,100.0,0.0,False,True,False,1.0
3525,0x000000000000000000000000eaf7b51b8bda27273f9f1289283cd65054d519c3,1,1,0,100.0,0.0,False,True,False,1.0
3526,0x000000000000000000000000cedaa09af8e86e414702e221dd0db49a7b3f0e56,4,2,2,50.0,50.0,False,False,True,3.0
3527,0x00000000000000000000000029736a002b69d0c2327caf74631d39c4f29a5d33,1,1,0,100.0,0.0,False,True,False,1.0
3528,0x000000000000000000000000b0c72b96579c65ddd979f34ffd29d2b5b42ff5e9,1,1,0,100.0,0.0,False,True,False,1.0
3529,0x00000000000000000000000066fc5e235c143f5d5f70a2ab29c13300342b95be,1,1,0,100.0,0.0,False,True,False,1.0
3530,0x0000000000000000000000005ec4c8f2c4a644e36d43d450aa8c9176ef010e9d,1,1,0,100.0,0.0,False,True,False,1.0
3531,0x000000000000000000000000712ad20126fbb36185f8cc9431d7c4c52e2c0968,1,1,0,100.0,0.0,False,True,False,1.0
3532,0x0000000000000000000000000c37348db70641e981b578156bab261002ca73ab,3,2,1,66.66666666666667,33.333333333333336,False,False,False,2.0
3533,0x000000000000000000000000bd1a9d08c66ae86aa155dc31b927a49e2b0a25dc,1,1,0,100.0,0.0,False,True,False,1.0
3534,0x000000000000000000000000ba62845b947aa1e8c38622bfb0de32aec0adf61c,1,1,0,100.0,0.0,False,True,False,1.0
3535,0x00000000000000000000000074c306eda1f7a0239bea317f317ad5153b2b3707,1,1,0,100.0,0.0,False,True,False,1.0
3536,0x00000000000000000000000051dae1d133c7b0d8acc7dfcb0c8cfde608ce223f,1,1,0,100.0,0.0,False,True,False,1.0
3537,0x00000000000000000000000098b898045edb8e3d527a13234a40fbc153df230a,1,1,0,100.0,0.0,False,True,False,1.0
3538,0x000000000000000000000000e5c75e0a15072a9e65a787fcac748ad332f3159a,1,1,0,100.0,0.0,False,True,False,1.0
3539,0x000000000000000000000000af39dbb2d61cbb7c8c6a1eed43dc9d486c7a3e56,1,1,0,100.0,0.0,False,True,False,1.0
3540,0x0000000000000000000000005c8a9cef64dde83d41d9e9bf496523cd955b781f,1,1,0,100.0,0.0,False,True,False,1.0
3541,0x00000000000000000000000065196cea8a78a448838e1e386e230e727c4002b4,1,1,0,100.0,0.0,False,True,False,1.0
3542,0x0000000000000000000000004610d997e3d89406132626009d7fc96ec0164bb3,1,1,0,100.0,0.0,False,True,False,1.0
3543,0x0000000000000000000000003d606d0177c46662b762efe59cd46c4981112682,1,1,0,100.0,0.0,False,True,False,1.0
3544,0x000000000000000000000000586329d2bc1f14146066ee6ebd63d362cb5f62b0,1,1,0,100.0,0.0,False,True,False,1.0
3545,0x000000000000000000000000a1377c2ed54b6e840145dc27b20fe977dc84c358,1,1,0,100.0,0.0,False,True,False,1.0
3546,0x00000000000000000000000096040f2e4396626bb691012ef58cb908cfad51e7,1,1,0,100.0,0.0,False,True,False,1.0
3547,0x000000000000000000000000b5c6d736ec13d894d7594111504dd88d13ad256f,2,2,0,100.0,0.0,False,True,False,2.0
3548,0x000000000000000000000000b88e52445aec3334214b375563d93cd5e2452e8c,1,1,0,100.0,0.0,False,True,False,1.0
3549,0x0000000000000000000000000cb6d90b674c0912c77beddba7ed028576931cd6,3,1,2,33.333333333333336,66.66666666666667,False,False,True,2.0
3550,0x0000000000000000000000002831df67d37e9e06a69bfce7d82f764cb44c21eb,1,1,0,100.0,0.0,False,True,False,1.0
3551,0x000000000000000000000000695b2dde4d7857ef16036e292d763d81e882b8d1,1,1,0,100.0,0.0,False,True,False,1.0
3552,0x0000000000000000000000008af4e4755452cdecdeb80f4bf756a525fb746c7a,2,2,0,100.0,0.0,False,True,False,1.0
3553,0x000000000000000000000000e772659a38c6eb3f9d0eefcf3625c6110995027b,1,1,0,100.0,0.0,False,True,False,1.0
3554,0x0000000000000000000000005c703a02c8abbbd88969b05d2eb2fd4d057d31e8,1,1,0,100.0,0.0,False,True,False,1.0
3555,0x000000000000000000000000c910b57c0f97e19dd0bcbf8d30205707e733d395,1,1,0,100.0,0.0,False,True,False,1.0
3556,0x000000000000000000000000177ee23a8c950ebe03cf1d2d257a5d228ff8c661,1,1,0,100.0,0.0,False,True,False,1.0
3557,0x000000000000000000000000898ca2d929218f07ede85767e35e89de4947cfa6,1,1,0,100.0,0.0,False,True,False,1.0
3558,0x00000000000000000000000008ef36c3e82d439655775c3c1fe6ff88258374c1,1,1,0,100.0,0.0,False,True,False,1.0
3559,0x000000000000000000000000c11f3e85db4ce459842f15f1501a558f4574ea13,1,1,0,100.0,0.0,False,True,False,1.0
3560,0x000000000000000000000000c687d410359d42912ec5b4f3c3bde85e79711760,1,1,0,100.0,0.0,False,True,False,1.0
3561,0x0000000000000000000000006917089baae5684ebf1bb3b2b5219532a5c75c60,1,1,0,100.0,0.0,False,True,False,1.0
3562,0x0000000000000000000000009239f2d8b35a1a8eba07ec5edc81d1487e242e10,1,1,0,100.0,0.0,False,True,False,1.0
3563,0x000000000000000000000000939efd8f9e19985c2866dbdb37f121af03075ca6,1,1,0,100.0,0.0,False,True,False,1.0
3564,0x000000000000000000000000b7e37445cf950df3309a025d2dfe4552a840b118,1,1,0,100.0,0.0,False,True,False,1.0
3565,0x0000000000000000000000004eea1e78cbdfe03f82715cf9334908e990defa4e,1,1,0,100.0,0.0,False,True,False,1.0
3566,0x000000000000000000000000d6c2e656835e8b6f1da0ceb6f254448d60931818,1,1,0,100.0,0.0,False,True,False,1.0
3567,0x00000000000000000000000022f7aac5e70e9945da64b2779bd60c75bc57ba74,1,1,0,100.0,0.0,False,True,False,1.0
3568,0x0000000000000000000000002b04a9510076bf3cb4c3563d8a360bfd458c8659,1,1,0,100.0,0.0,False,True,False,1.0
3569,0x00000000000000000000000029b6afeb84d7589a3b021c84c0e4b76bb9776685,1,1,0,100.0,0.0,False,True,False,1.0
3570,0x000000000000000000000000cf438cfeda249f3962732e336f980ce9018ad50d,1,1,0,100.0,0.0,False,True,False,1.0
3571,0x00000000000000000000000042fb3a6bd260025a07979d0f7203d99e0d410a9d,1,1,0,100.0,0.0,False,True,False,1.0
3572,0x000000000000000000000000a9d0e3eb39d4c7782a15f535053434af180b93a2,1,1,0,100.0,0.0,False,True,False,1.0
3573,0x00000000000000000000000018f59e49f2c1031ed91ca779140ee81ebb296804,1,1,0,100.0,0.0,False,True,False,1.0
3574,0x000000000000000000000000fd99342579cc3d1659f16ac435cea9ee3100377f,1,1,0,100.0,0.0,False,True,False,1.0
3575,0x000000000000000000000000441f872e1e2cf0747573a37eceb5a7e459a733fd,1,1,0,100.0,0.0,False,True,False,1.0
3576,0x0000000000000000000000009fd582789999b3b759c210d9b76baf84c594e086,1,1,0,100.0,0.0,False,True,False,1.0
3577,0x0000000000000000000000009fc1e2d7a3b1f3edaacbe154eb1703cb7f303eaa,1,1,0,100.0,0.0,False,True,False,1.0
3578,0x0000000000000000000000008785a3c128d5db4487c4701b45a02decdb2cc2d1,1,1,0,100.0,0.0,False,True,False,1.0
3579,0x000000000000000000000000ae04d19054f74006acf68671ac77f73cf6d2fa8c,1,1,0,100.0,0.0,False,True,False,1.0
3580,0x000000000000000000000000af92a04c701dc8a3743cc158544e61df1fc0a052,1,1,0,100.0,0.0,False,True,False,1.0
3581,0x000000000000000000000000f12c78a95ef742ab771394c22d4f89447ac8bc9c,1,1,0,100.0,0.0,False,True,False,1.0
3582,0x000000000000000000000000eb55af9a26eb98576eae2c96840042dcb2a845fb,1,1,0,100.0,0.0,False,True,False,1.0
3583,0x00000000000000000000000000b875ae56e41e4e3e2188b86a4522a2643acf55,1,1,0,100.0,0.0,False,True,False,1.0
3584,0x0000000000000000000000001c21eae156ba1225b4c8d3b1571240c4fc92553a,1,1,0,100.0,0.0,False,True,False,1.0
3585,0x00000000000000000000000073d416137e1316fb05c4bfb95752d5899b9eb740,1,1,0,100.0,0.0,False,True,False,1.0
3586,0x00000000000000000000000017eaaaa32a1d5adcbf420a22a853a8e3c3575989,1,1,0,100.0,0.0,False,True,False,1.0
3587,0x00000000000000000000000058cfc50476bc1aa0ffa06251b2256710ef15934d,1,1,0,100.0,0.0,False,True,False,1.0
3588,0x000000000000000000000000e6b0899c4dfda738d8e4bdd18967fd78bf3e2b8e,1,1,0,100.0,0.0,False,True,False,1.0
3589,0x00000000000000000000000083b99f02b183fdce72cebd21be609f3dc63c78e3,1,1,0,100.0,0.0,False,True,False,1.0
3590,0x0000000000000000000000006767a9ef8643f73fb508ac33856cff2da55f7911,2,2,0,100.0,0.0,False,True,False,2.0
3591,0x000000000000000000000000c965bc51988c16f20e8a315e3d64bc2437e90588,2,2,0,100.0,0.0,False,True,False,1.0
3592,0x00000000000000000000000087c2bdfe11f11cffac5024d7cef470a0a70afe0a,1,1,0,100.0,0.0,False,True,False,1.0
3593,0x000000000000000000000000bb88f51efe962def9443fd62fea6e5639a2eaa01,1,1,0,100.0,0.0,False,True,False,1.0
3594,0x000000000000000000000000291b22cff0ce3ad4297ac9f56f30eb825d21630a,1,1,0,100.0,0.0,False,True,False,1.0
3595,0x0000000000000000000000007b6f3db3cee69f49a77670d59226f9f8e0f0db30,1,1,0,100.0,0.0,False,True,False,1.0
3596,0x000000000000000000000000cfeeb0bb9a744b51bf45d428cefeb6e641fdce01,1,1,0,100.0,0.0,False,True,False,1.0
3597,0x00000000000000000000000015114cf1ddd2c6a3f3e0277de95ab03d1d43dbe0,1,1,0,100.0,0.0,False,True,False,1.0
3598,0x00000000000000000000000054bbd57cd6956953efe33042cff81040751711e8,1,1,0,100.0,0.0,False,True,False,1.0
3599,0x000000000000000000000000061f5bb8547fbaa1ff95b356b1f9b528f4c23d36,1,1,0,100.0,0.0,False,True,False,1.0
3600,0x000000000000000000000000134de55becc041d105a7842baff31af71f08eb9d,1,1,0,100.0,0.0,False,True,False,1.0
3601,0x000000000000000000000000ea821c4efe9966bcd504f93901c126060fe26682,1,1,0,100.0,0.0,False,True,False,1.0
3602,0x000000000000000000000000dd12be3b4614dde8527b915823f9a0a144057e8d,1,1,0,100.0,0.0,False,True,False,1.0
3603,0x000000000000000000000000a311fb95a7e48f8c561eff7cc770c0dd0f8415e6,7,3,4,42.85714285714285,57.142857142857146,False,False,True,6.0
3604,0x000000000000000000000000f7a5072be5e122bdb0a6d81cf9befb02ea1e9ccd,1,1,0,100.0,0.0,False,True,False,1.0
3605,0x000000000000000000000000fc6ed5ba198f7a1334e3be52193cbe01c18bf23b,1,1,0,100.0,0.0,False,True,False,1.0
3606,0x000000000000000000000000a2665192f7e595899be48bf62166be6de869f86f,1,1,0,100.0,0.0,False,True,False,1.0
3607,0x000000000000000000000000f2c51686313672e3c829d89a6e85c79a3b65a8a3,1,1,0,100.0,0.0,False,True,False,1.0
3608,0x000000000000000000000000cfc9af9cffb92d6fffdfd8374f3a8e5730b41157,1,1,0,100.0,0.0,False,True,False,1.0
3609,0x000000000000000000000000acb9e2d0e0aaa1ea0fda1a044a0aeeb885b3617c,1,1,0,100.0,0.0,False,True,False,1.0
3610,0x00000000000000000000000070168eeb977bee359910861e41ed5423ff02790e,1,1,0,100.0,0.0,False,True,False,1.0
3611,0x000000000000000000000000ec7e44d1d1412eac34139eef13a9d8deb3d924cd,1,1,0,100.0,0.0,False,True,False,1.0
3612,0x0000000000000000000000001342eb5f2d217902b2c118267d25c6ed6e5ec9f1,1,1,0,100.0,0.0,False,True,False,1.0
3613,0x000000000000000000000000a450418a57e94728c072a49df77a34f143b6aef6,1,1,0,100.0,0.0,False,True,False,1.0
3614,0x0000000000000000000000009c9022a524036ccb4b93c524c461769c78da168e,1,1,0,100.0,0.0,False,True,False,1.0
3615,0x00000000000000000000000086b4501d4d1509308567f48db86cacc23727fa16,1,1,0,100.0,0.0,False,True,False,1.0
3616,0x000000000000000000000000081f5c51ca093cba0dbf8d4f2c85a93ed733f4e1,1,1,0,100.0,0.0,False,True,False,1.0
3617,0x0000000000000000000000000795ccc48ee521591767143aa71b3e231c024cc3,1,1,0,100.0,0.0,False,True,False,1.0
3618,0x000000000000000000000000862ec7811c97f41cdac90893e9b7c1a339093591,1,1,0,100.0,0.0,False,True,False,1.0
3619,0x0000000000000000000000008c0da763cc974dc22d547b0f24dfddf36fb47366,1,1,0,100.0,0.0,False,True,False,1.0
3620,0x0000000000000000000000001a8172d62262a378c1d5a98ff4453deacfdbd8b4,1,1,0,100.0,0.0,False,True,False,1.0
3621,0x00000000000000000000000012553eb869296be3b7fa7fe2c7b7896c156d4f28,1,1,0,100.0,0.0,False,True,False,1.0
3622,0x000000000000000000000000e3a708069f2f33d8a3dcb1eda941bd3d1c976421,3,2,1,66.66666666666667,33.333333333333336,False,False,False,2.0
3623,0x000000000000000000000000bbf5df3ed9073d58b5dd56d8145f271b0af590b0,1,1,0,100.0,0.0,False,True,False,1.0
3624,0x000000000000000000000000eb15cfb02156615b701bf36e9c78f2897768354c,1,1,0,100.0,0.0,False,True,False,1.0
3625,0x000000000000000000000000eba6228dd77b246ce1d1853aeaf661024a6436f4,1,1,0,100.0,0.0,False,True,False,1.0
3626,0x000000000000000000000000a7b47f0546fd87b038c31e9ed9bddc0f257fe41e,1,1,0,100.0,0.0,False,True,False,1.0
3627,0x000000000000000000000000b0428effaed149882e819dac7db05dfb5e0e0062,1,1,0,100.0,0.0,False,True,False,1.0
3628,0x000000000000000000000000f7b7f4b862eb62ab86e647e265908d0511103bcd,1,1,0,100.0,0.0,False,True,False,1.0
3629,0x0000000000000000000000005ba35d316585e61c2adfd5123158e45303cf33fd,1,1,0,100.0,0.0,False,True,False,1.0
3630,0x000000000000000000000000da8952b387007551449a3a139085c454e863bbf9,1,1,0,100.0,0.0,False,True,False,1.0
3631,0x0000000000000000000000001454c56661346c65a8fad04600869d9d8ace18cd,1,1,0,100.0,0.0,False,True,False,1.0
3632,0x00000000000000000000000092d8fd689deea9c0172647b97e63a3da2b028d5b,1,1,0,100.0,0.0,False,True,False,1.0
3633,0x0000000000000000000000004f79ef59f537450d1acdd4e931062b1903f5c9f6,1,1,0,100.0,0.0,False,True,False,1.0
3634,0x0000000000000000000000005b84d38730e8662b6f27e9f226c7d8e089a4049e,1,1,0,100.0,0.0,False,True,False,1.0
3635,0x000000000000000000000000bc9cee8e4308bae8366e27f6f9a96b83f97337d7,1,1,0,100.0,0.0,False,True,False,1.0
3636,0x00000000000000000000000045af8d38fd521d5bcc7b3f7a264d7a6d6318dfc3,1,1,0,100.0,0.0,False,True,False,1.0
3637,0x0000000000000000000000003d42b982e4689271626cacce89f5df37cab2f148,1,1,0,100.0,0.0,False,True,False,1.0
3638,0x000000000000000000000000ed13821cbdb01e00ce8e975921ef3e3ea3ecf7a0,1,1,0,100.0,0.0,False,True,False,1.0
3639,0x000000000000000000000000cc40e6206c94f6fd81111616eb24156628599463,1,1,0,100.0,0.0,False,True,False,1.0
3640,0x000000000000000000000000e7c36c4f23e7d61503f27dbddeb9023add1a8092,1,1,0,100.0,0.0,False,True,False,1.0
3641,0x00000000000000000000000058f4e1bdfa69c3ff2d34d3b9fdcc641b173eda18,1,1,0,100.0,0.0,False,True,False,1.0
3642,0x000000000000000000000000585ebd86e4982d0d4f51c553bb03737a1a53c9fc,1,1,0,100.0,0.0,False,True,False,1.0
3643,0x00000000000000000000000031b153e9cd12583e542784f6cb0b8196b80bf12c,1,1,0,100.0,0.0,False,True,False,1.0
3644,0x000000000000000000000000b584541d868d76c37f005c2343f59972f47c9dac,1,1,0,100.0,0.0,False,True,False,1.0
3645,0x0000000000000000000000008d10dd29baa43dd1e087b64ee8f9615ebe74f822,1,1,0,100.0,0.0,False,True,False,1.0
3646,0x000000000000000000000000cbb970fe9ea69cbc18357cd011cc683b3312264f,1,1,0,100.0,0.0,False,True,False,1.0
3647,0x000000000000000000000000b738c761ba73829b60027d3adbbad9893d83f47d,1,1,0,100.0,0.0,False,True,False,1.0
3648,0x000000000000000000000000dc20c8201e711c7600feac2493f01657c1435b09,1,1,0,100.0,0.0,False,True,False,1.0
3649,0x00000000000000000000000080644392b4f772ad8bf7a3599ae753cbde5e0b56,1,1,0,100.0,0.0,False,True,False,1.0
3650,0x0000000000000000000000006ea73338366c8e362651cc9f1a2371174dc2ab3f,1,1,0,100.0,0.0,False,True,False,1.0
3651,0x0000000000000000000000009b83a815d1eaf3981ecf1c7d18cd6baa6b88d71c,1,1,0,100.0,0.0,False,True,False,1.0
3652,0x000000000000000000000000b626df7c3a67f56c32b1b70b361a2aa8b549c1c4,1,1,0,100.0,0.0,False,True,False,1.0
3653,0x0000000000000000000000007ec86b0750d61e19cd19adce50808472b31f0d3d,2,2,0,100.0,0.0,False,True,False,1.0
3654,0x0000000000000000000000009b536eb8a7c07ac8f63875c792011c55cf6149ed,1,1,0,100.0,0.0,False,True,False,1.0
3655,0x00000000000000000000000042209242af9e3cbc2a2e36660c06eef473d2e5bc,1,1,0,100.0,0.0,False,True,False,1.0
3656,0x0000000000000000000000006932db7b55e219d8a35c0a28398c4232388a187e,1,1,0,100.0,0.0,False,True,False,1.0
3657,0x0000000000000000000000000b37c23dbc558eb7c63c4419e791f2ed6d770d8b,1,1,0,100.0,0.0,False,True,False,1.0
3658,0x000000000000000000000000fce7bec54a5c924973587c90bf0ec124dde7e9a0,1,1,0,100.0,0.0,False,True,False,1.0
3659,0x0000000000000000000000008e9acc5caaa9a6a097dfe484f271f16110f0edda,1,1,0,100.0,0.0,False,True,False,1.0
3660,0x0000000000000000000000008ad2d6cd6105874969ce2baf58d99ed41afcef7b,1,1,0,100.0,0.0,False,True,False,1.0
3661,0x00000000000000000000000077ea4fa2a10d24b98055d73ace9def54c8347fa9,1,1,0,100.0,0.0,False,True,False,1.0
3662,0x000000000000000000000000c7c9aa890b5ac5c52080a4cdc326cfbdbcb87e72,1,1,0,100.0,0.0,False,True,False,1.0
3663,0x0000000000000000000000003d248c1467e39b3200426580c202e4a88dc72f6d,1,1,0,100.0,0.0,False,True,False,1.0
3664,0x000000000000000000000000421450f83b78b34af85636f612e8bc76943f5c4a,1,1,0,100.0,0.0,False,True,False,1.0
3665,0x000000000000000000000000fa711d5c9a6945bfdffd8d3132f578831027df19,2,2,0,100.0,0.0,False,True,False,2.0
3666,0x00000000000000000000000001dc505bbfe1c0744c21a31f0c1b4114a22ed36f,4,1,3,25.0,75.0,False,False,True,3.0
3667,0x000000000000000000000000661a3ea46ee0bf972e0b2e23feb7ebc38be3c5ba,1,1,0,100.0,0.0,False,True,False,1.0
3668,0x000000000000000000000000d3a58981709dbbf509354e63e112d61ab845f10d,1,1,0,100.0,0.0,False,True,False,1.0
3669,0x0000000000000000000000000c59138257921587cf136dd38ed2d2f134e992ca,1,1,0,100.0,0.0,False,True,False,1.0
3670,0x00000000000000000000000024a016cbd92b7cd354e83e110002a83fb72b5ace,1,1,0,100.0,0.0,False,True,False,1.0
3671,0x000000000000000000000000ccefecc4417b84ec2520dfac7a221fd5920c41ef,1,1,0,100.0,0.0,False,True,False,1.0
3672,0x00000000000000000000000004162dbc8b36e803b7931fe73b7332f934e21026,1,1,0,100.0,0.0,False,True,False,1.0
3673,0x000000000000000000000000cad2ce6c8267fdfe7368afd2483d5a4ce47fa2a4,1,1,0,100.0,0.0,False,True,False,1.0
3674,0x000000000000000000000000ddc094cd272893f4fc003f01af100c80e4bbbfcc,2,2,0,100.0,0.0,False,True,False,2.0
3675,0x0000000000000000000000008e2c67885f134fb3815be86d8d0db2502d3868ec,1,1,0,100.0,0.0,False,True,False,1.0
3676,0x0000000000000000000000003383e9791b8dd6e01045fa8dca4cd8d98dca3d2d,1,1,0,100.0,0.0,False,True,False,1.0
3677,0x000000000000000000000000f04a5f2ad2cebf339c444a2b185a23383640b5c2,1,1,0,100.0,0.0,False,True,False,1.0
3678,0x0000000000000000000000006b271a27a0146a563255b084084348577c1174f1,1,1,0,100.0,0.0,False,True,False,1.0
3679,0x000000000000000000000000131033d787e6e0ff5d32cb705deb81e32793b685,1,1,0,100.0,0.0,False,True,False,1.0
3680,0x00000000000000000000000062739f1d94d3a83c3c6c647d1a924ba7e1a695af,1,1,0,100.0,0.0,False,True,False,1.0
3681,0x000000000000000000000000e283ff67170b6876c4ff8e4032fdd3010334c4ab,1,1,0,100.0,0.0,False,True,False,1.0
3682,0x000000000000000000000000b477396f62776b941f5ba926d7cffb1f27b98007,1,1,0,100.0,0.0,False,True,False,1.0
3683,0x0000000000000000000000003d86b2b83236bdecfcb67d4ba500dcbaa1e5b637,1,1,0,100.0,0.0,False,True,False,1.0
3684,0x000000000000000000000000ebe23072ab657b2159c782f51327648c3e239b01,1,1,0,100.0,0.0,False,True,False,1.0
3685,0x0000000000000000000000005032ccf67b24022040e5835422cc8983faa2bd13,1,1,0,100.0,0.0,False,True,False,1.0
3686,0x000000000000000000000000a8c779ac09b2bc7b75aba6dfeac7f180ccdd7199,1,1,0,100.0,0.0,False,True,False,1.0
3687,0x000000000000000000000000d701d75bb87eca23395face78cf3ac542f229daf,1,1,0,100.0,0.0,False,True,False,1.0
3688,0x0000000000000000000000003cef1253aae3d02735557de06f42828d613d8cdc,1,1,0,100.0,0.0,False,True,False,1.0
3689,0x0000000000000000000000009c05708004f1c20054e368e576ec714dc7e9182c,1,1,0,100.0,0.0,False,True,False,1.0
3690,0x000000000000000000000000e211a2820558ff9071d53af0b1c0aeaa5d510e05,1,1,0,100.0,0.0,False,True,False,1.0
3691,0x0000000000000000000000004f660fad0daf56396f7d6716e6d0e3842a82e881,1,1,0,100.0,0.0,False,True,False,1.0
3692,0x00000000000000000000000054cf8a5f45318e714478fe37bed77692c1f4a04a,1,1,0,100.0,0.0,False,True,False,1.0
3693,0x0000000000000000000000005a1a466850f63bb869247156ccd1390d924d6670,1,1,0,100.0,0.0,False,True,False,1.0
3694,0x000000000000000000000000fd829762b17f10b36d3c5152819bb5af28bfc51f,1,1,0,100.0,0.0,False,True,False,1.0
3695,0x000000000000000000000000607aaa74d1516faabda4ce633590a70d724e24b7,1,1,0,100.0,0.0,False,True,False,1.0
3696,0x000000000000000000000000778bf045f1e8535f3ffa66fb62d600cd0f505aa8,1,1,0,100.0,0.0,False,True,False,1.0
3697,0x000000000000000000000000470b11fa54eddda7ebfff9eb7a759bd1b8f416ea,1,1,0,100.0,0.0,False,True,False,1.0
3698,0x000000000000000000000000995f2e0b8d3d86e77809deb6739d1395dec73751,1,1,0,100.0,0.0,False,True,False,1.0
3699,0x000000000000000000000000f4748c516a159fa09489a27256436640100da286,1,1,0,100.0,0.0,False,True,False,1.0
3700,0x00000000000000000000000036167848db6ff3484d28706b9308dd58d43f997e,1,1,0,100.0,0.0,False,True,False,1.0
3701,0x00000000000000000000000098de61cb422aafaeaf4d9ba4d25ac4545d9ce768,1,1,0,100.0,0.0,False,True,False,1.0
3702,0x000000000000000000000000d340336e9c013deefd31c0676f242ad6f4414211,1,1,0,100.0,0.0,False,True,False,1.0
3703,0x0000000000000000000000007f4c5da86ee2e4d7386c392e6abe128bae43e4c9,1,1,0,100.0,0.0,False,True,False,1.0
3704,0x000000000000000000000000b52ba986eb0392275f22782ce775778f6f1b2153,1,1,0,100.0,0.0,False,True,False,1.0
3705,0x000000000000000000000000510f879c1d4bf70b78abca688f2627653ecdf1ae,1,1,0,100.0,0.0,False,True,False,1.0
3706,0x0000000000000000000000005656736f56713dfb2d36f73b34c9058a02baf8b3,1,1,0,100.0,0.0,False,True,False,1.0
3707,0x00000000000000000000000002dad086b310ec5598512907a9336310af5de192,1,1,0,100.0,0.0,False,True,False,1.0
3708,0x00000000000000000000000056b9bf2539058abe8c564ea1913e332bcae023e4,1,1,0,100.0,0.0,False,True,False,1.0
3709,0x000000000000000000000000085d754a43f0ea094cca502ed926ed690d55a358,1,1,0,100.0,0.0,False,True,False,1.0
3710,0x000000000000000000000000d742665378e68435ddbe989ed882b3ccb194da18,1,1,0,100.0,0.0,False,True,False,1.0
3711,0x00000000000000000000000023c670b77a6093cb339a8a7b996981df8ced7176,1,1,0,100.0,0.0,False,True,False,1.0
3712,0x00000000000000000000000061435eddad3a6d18621bcc26af83041235e609da,1,1,0,100.0,0.0,False,True,False,1.0
3713,0x000000000000000000000000e922c0c893fd427cf9f9a81219a610a8216dbd9f,1,1,0,100.0,0.0,False,True,False,1.0
3714,0x0000000000000000000000003c8ac2567c3f926017f4bafdcf27952e1c3a2cd1,1,1,0,100.0,0.0,False,True,False,1.0
3715,0x0000000000000000000000008a882097f56d8ba1233bd67e501d442d77d5bfcf,1,1,0,100.0,0.0,False,True,False,1.0
