,Wallet,NumberOfTokensAdopted,EarlyCount,LaggardCount,EarlyPercentage,LaggardPercentage,Whale,Non-WhaleEarlyAdopters,Non-WhaleLaggardAdopters,NumberOfWhalesInteractedWith
1475,0x00000000000000000000000048d3c7f769ccb31342f249983db31c80c17d4775,1,1,0,100.0,0.0,False,True,False,1.0
1476,0x0000000000000000000000005bd491e01d82e46c0cd51049ae84fb27f16e2444,1,1,0,100.0,0.0,False,True,False,0.0
1477,0x000000000000000000000000387df82c1f081d2b3e90294f0e126d6aa16bab0f,1,1,0,100.0,0.0,False,True,False,0.0
1478,0x0000000000000000000000005bb7e60e064ab03dfc42e65241c30db2cdf70a7c,1,1,0,100.0,0.0,False,True,False,0.0
1479,0x000000000000000000000000ec0e6bf1270221c2ffd3052e89fd6cfde1608f58,1,1,0,100.0,0.0,False,True,False,0.0
1480,0x0000000000000000000000009110c2494243f7093425caa15f16b9bae45d007c,1,1,0,100.0,0.0,False,True,False,0.0
1481,0x000000000000000000000000e18a6a799f08e666f77ba3111ff4708768db1f5b,2,2,0,100.0,0.0,False,True,False,0.0
1482,0x00000000000000000000000010fd3c908dc43241b91c88bc10b2389359d203de,1,1,0,100.0,0.0,False,True,False,0.0
1483,0x00000000000000000000000084e0cf844ee419ee10f68957a7be5e449f76a639,2,2,0,100.0,0.0,False,True,False,0.0
1484,0x00000000000000000000000019df293eecc51dff7f46028ad58cb129e34d13e5,2,2,0,100.0,0.0,False,True,False,0.0
1485,0x000000000000000000000000381d5b1da5097bc4d55e718775bec0f04dcd0f1b,1,1,0,100.0,0.0,False,True,False,0.0
1486,0x00000000000000000000000089dd01316a3789173d3fb34e6867aa1258f9add1,2,2,0,100.0,0.0,False,True,False,1.0
1487,0x000000000000000000000000f7745b33f1167a30c8e2a287634374db3952af5b,1,1,0,100.0,0.0,False,True,False,0.0
1488,0x0000000000000000000000002f7db7fde7c454c60fc4d930a0bc274f9d98a8d3,1,1,0,100.0,0.0,False,True,False,0.0
1489,0x0000000000000000000000002285135a12d522c8ea2ae5ae2122cd3db94a1eed,1,1,0,100.0,0.0,False,True,False,2.0
1490,0x0000000000000000000000006f7c101c2829b4f34cec95a4349c0ce09f064614,2,2,0,100.0,0.0,False,True,False,1.0
1491,0x000000000000000000000000ab8e6e8bcd81eb93ea464ed10de2cd3b34699a26,1,1,0,100.0,0.0,False,True,False,0.0
1492,0x000000000000000000000000ed2ecff6e6d1581b22b1eb923d99fcbd1a88c01f,1,1,0,100.0,0.0,False,True,False,0.0
1493,0x000000000000000000000000b9921d1c0ee769324752fb134c133fea2d3efb0e,2,2,0,100.0,0.0,False,True,False,0.0
1494,0x00000000000000000000000059e538f4ad29b27f57479a07c82278a44f4e3db0,1,1,0,100.0,0.0,False,True,False,0.0
1495,0x000000000000000000000000fdeb003e2a28a7bf1c28f653e35b6b53837cd3f2,1,1,0,100.0,0.0,False,True,False,1.0
1496,0x000000000000000000000000b16e389ada71c304ec4249d3179508d12ef8de4f,1,1,0,100.0,0.0,False,True,False,0.0
1497,0x000000000000000000000000d85b486620e7446054a18571810c96cbabb35171,1,1,0,100.0,0.0,False,True,False,0.0
1498,0x000000000000000000000000adc9b41ab30adaaff552366206e2a482113b0a26,2,2,0,100.0,0.0,False,True,False,0.0
1499,0x000000000000000000000000c631cb559694cae0b9cc444ca5ca0898ff472cc1,1,1,0,100.0,0.0,False,True,False,1.0
1500,0x000000000000000000000000a5b3f84a7fcdd87993d0cb29946e29e4b3e75c42,2,2,0,100.0,0.0,False,True,False,1.0
1501,0x000000000000000000000000144e2baa60b0e5da747493f137cfc470af5e93cc,1,1,0,100.0,0.0,False,True,False,0.0
1502,0x000000000000000000000000f70e4a36d14cc195331db04f1a5e552d1ebe52a1,1,1,0,100.0,0.0,False,True,False,0.0
1503,0x00000000000000000000000029feebcd5a264a66f13534f4edb1e311494086d3,2,2,0,100.0,0.0,False,True,False,0.0
1504,0x0000000000000000000000001197406726afdcb93014979e8d128cbbad8e89f3,1,1,0,100.0,0.0,False,True,False,0.0
1505,0x000000000000000000000000746f96ec518a038c18985ae0c8ac5df8db39577c,1,1,0,100.0,0.0,False,True,False,0.0
1506,0x0000000000000000000000006d4e2e6e664936f87b5e39f492347b53692f4178,1,1,0,100.0,0.0,False,True,False,0.0
1507,0x000000000000000000000000bf6d348b8d6637efcb73a300a2be1ed98ed830a3,1,1,0,100.0,0.0,False,True,False,0.0
1508,0x0000000000000000000000000e475a47bb2b4e438437abb3028e53ebe4d9a99e,2,2,0,100.0,0.0,False,True,False,0.0
1509,0x0000000000000000000000001358619a74ef8d9a1fa165db7ec97691ae0b1599,1,1,0,100.0,0.0,False,True,False,1.0
1510,0x000000000000000000000000492587814143c55b4974ee512293a4e54f1c7d7c,1,1,0,100.0,0.0,False,True,False,0.0
1511,0x000000000000000000000000547c48ed250d2c0e3b4b88befb762b1fb4a73d1f,1,1,0,100.0,0.0,False,True,False,0.0
1512,0x000000000000000000000000c0cfa520f62b3751a70d2633c1a6265b84958143,1,1,0,100.0,0.0,False,True,False,1.0
1513,0x0000000000000000000000007ceda4285c69ec2c963c2d4a720bb013e214a001,1,1,0,100.0,0.0,False,True,False,0.0
1514,0x0000000000000000000000003ac04a32565c371458e3ffd18ebbc678ba2e1691,1,1,0,100.0,0.0,False,True,False,0.0
1515,0x0000000000000000000000002f3d921815ccbfe39582fd8ad7db8660dc768e80,1,1,0,100.0,0.0,False,True,False,0.0
1516,0x000000000000000000000000f145f9e62533d1cf18b3e5badb061fcb53723269,1,1,0,100.0,0.0,False,True,False,0.0
1517,0x0000000000000000000000005163ff69546f7e98a81349ac48bf71913f8c4a1b,2,2,0,100.0,0.0,False,True,False,0.0
1518,0x000000000000000000000000e84af93a4e29894fc68667c6ca1f914c56b5edd3,1,1,0,100.0,0.0,False,True,False,0.0
1519,0x000000000000000000000000252a9d21a03da73c547ddd3b6758fe28c84f8624,1,1,0,100.0,0.0,False,True,False,0.0
1520,0x000000000000000000000000d2abb1bf898ed05056bb09c086c2ea66544fe2f5,2,2,0,100.0,0.0,False,True,False,0.0
1521,0x000000000000000000000000933cb402899265659f8012222fc7547a432b1d30,1,1,0,100.0,0.0,False,True,False,1.0
1522,0x000000000000000000000000c7c0e738c62fab1e01d11590237841c3fcb528a5,1,1,0,100.0,0.0,False,True,False,0.0
1523,0x00000000000000000000000018f43271c221f838fbb2e1682f0593ff638f566c,2,2,0,100.0,0.0,False,True,False,1.0
1524,0x000000000000000000000000456fc20a7a328cc1e05f506dd62470e62575c3c5,1,1,0,100.0,0.0,False,True,False,0.0
1525,0x0000000000000000000000003a812c6b630409f1707e837cb9a129f4f7099dbf,1,1,0,100.0,0.0,False,True,False,0.0
1526,0x0000000000000000000000008115224fca96e4b029959c25d8fd8b67e0f6884d,1,1,0,100.0,0.0,False,True,False,0.0
1527,0x00000000000000000000000044dc5c3ff4b3d1fbf451b56a592cbe34c2d45648,1,1,0,100.0,0.0,False,True,False,0.0
1528,0x0000000000000000000000004701a011765a3a0e7097a4ff998ae86febfdd8ee,2,2,0,100.0,0.0,False,True,False,2.0
1529,0x00000000000000000000000095272ff03e8cbd3c9a76774f889df2ec8cbf7957,1,1,0,100.0,0.0,False,True,False,1.0
1530,0x000000000000000000000000e30a4c367446cb16153f531e9d5f6d804a03c8df,1,1,0,100.0,0.0,False,True,False,0.0
1531,0x0000000000000000000000004c31264aa52d0af1b92111334f52bae4d7b9fb4f,1,1,0,100.0,0.0,False,True,False,0.0
1532,0x0000000000000000000000009c854785109c52a2cb6dfabf8abd97d2af1c51a9,1,1,0,100.0,0.0,False,True,False,1.0
1533,0x000000000000000000000000bebc60466ab9e71c12853182899dc74196e2a28a,1,1,0,100.0,0.0,False,True,False,0.0
1534,0x0000000000000000000000001796284a47823a0d2d44c653c6e23d2d23e129bd,1,1,0,100.0,0.0,False,True,False,0.0
1535,0x0000000000000000000000008a6662abb22150a1e3c6a95b280e3786b3ed2eb4,1,1,0,100.0,0.0,False,True,False,0.0
1536,0x000000000000000000000000cdb4ae4d31d43e2e5c85f6d0b3624ec324c9de9c,1,1,0,100.0,0.0,False,True,False,0.0
1537,0x000000000000000000000000f5d19f59305bde5abdc057fee2b21d4a3bc176ff,1,1,0,100.0,0.0,False,True,False,0.0
1538,0x0000000000000000000000003f6b3cf78c983bb1ffd7da5f8a27eddf9a67c540,1,1,0,100.0,0.0,False,True,False,0.0
1539,0x000000000000000000000000ac050f27df7b9e27d5044b6a2d5c48c49e017a89,1,1,0,100.0,0.0,False,True,False,0.0
1540,0x0000000000000000000000000b6338ba274f7d3b60f9aa78216462adf9f599a9,1,1,0,100.0,0.0,False,True,False,0.0
1541,0x000000000000000000000000f460facefa5b32950a6d47e8c475d7fb594b2a26,1,1,0,100.0,0.0,False,True,False,0.0
1542,0x000000000000000000000000b1ca7e36a6e8f7e7e4c4669ba2c38dfc1ca5b284,2,2,0,100.0,0.0,False,True,False,3.0
1543,0x000000000000000000000000f9c63a8fc0d4666eb96da875f67337abce2de288,1,1,0,100.0,0.0,False,True,False,0.0
1544,0x00000000000000000000000011fcc213b71d34d0c80de079c76ee7a83d039c4c,1,1,0,100.0,0.0,False,True,False,1.0
1545,0x0000000000000000000000002ed8424a7cb2cd95f001b588ce90dea3b6d54e6a,1,1,0,100.0,0.0,False,True,False,1.0
1546,0x000000000000000000000000dba5397ff3f382f145169b76a60a2ab2edafba05,2,2,0,100.0,0.0,False,True,False,0.0
1547,0x000000000000000000000000038f96ce752d1d46e2beef9ed2c3a7416dcea497,1,1,0,100.0,0.0,False,True,False,0.0
1548,0x000000000000000000000000ca0c9cccd5cdddda4d748d3d24e1f686dd952a8a,1,1,0,100.0,0.0,False,True,False,1.0
1549,0x000000000000000000000000743a618088e14e58f95de18ed3e967ec66b40af2,1,1,0,100.0,0.0,False,True,False,1.0
1550,0x00000000000000000000000067bcd2b8a47f990c86734f28f8922dc1556cd6fd,1,1,0,100.0,0.0,False,True,False,0.0
1551,0x000000000000000000000000ba39ff5178b4cbe4a9327c1fd9997d2b1f5b6ead,2,2,0,100.0,0.0,False,True,False,3.0
1552,0x0000000000000000000000000fcda0622c469bcecf40d7838321178ed9f6c56b,1,1,0,100.0,0.0,False,True,False,0.0
1553,0x0000000000000000000000006fd9a50d6d73a371151d5f1dc4a9aa9b2ac36242,1,1,0,100.0,0.0,False,True,False,0.0
1554,0x0000000000000000000000004abfa17b37549d8b6b8e471230c1010f4ef14dff,1,1,0,100.0,0.0,False,True,False,0.0
1555,0x00000000000000000000000016ea174916bd9d9e0bd07a6472352d7c6b985f93,1,1,0,100.0,0.0,False,True,False,0.0
1556,0x000000000000000000000000aba7b173faabfe267a95840a9451a1641ba9097b,1,1,0,100.0,0.0,False,True,False,0.0
1557,0x000000000000000000000000a308de07c3761745a3ee23c97f87558d211563eb,2,2,0,100.0,0.0,False,True,False,0.0
1558,0x000000000000000000000000c876f419d3e120d8256014609ea852e4ca484aed,1,1,0,100.0,0.0,False,True,False,1.0
1559,0x000000000000000000000000e8d29aada79cc72386b041733224cd1dfd80b700,1,1,0,100.0,0.0,False,True,False,1.0
1560,0x0000000000000000000000008cfdcf1962ce2adeca53d36bc499f763aeb65710,1,1,0,100.0,0.0,False,True,False,0.0
1561,0x00000000000000000000000074e1dd7ba3fff13fdbd266dbc987a0bc3e7a4931,1,1,0,100.0,0.0,False,True,False,0.0
1562,0x000000000000000000000000a714fe634c3fcecef195781760eb33e62ba0a864,3,1,2,33.333333333333336,66.66666666666667,False,False,True,4.0
1563,0x00000000000000000000000061a69bfac70ef6f57afadca6586c9f117f9b9d1e,1,1,0,100.0,0.0,False,True,False,1.0
1564,0x000000000000000000000000630572e2129da6635414e3053c46238bc79acf6b,1,1,0,100.0,0.0,False,True,False,0.0
1565,0x00000000000000000000000002b2d1cc9458026dc3ce5f7beee0a1feac9c5856,1,1,0,100.0,0.0,False,True,False,0.0
1566,0x000000000000000000000000cdeb6a51fc4bb2a31fbf239ac241ce55b64acc4a,1,1,0,100.0,0.0,False,True,False,0.0
1567,0x0000000000000000000000005b06be84686493e449a1475eac0c288238c0914f,2,2,0,100.0,0.0,False,True,False,3.0
1568,0x00000000000000000000000009e52d21576abb3f22a7d3eded2fef51cc78caa4,1,1,0,100.0,0.0,False,True,False,0.0
1569,0x0000000000000000000000002477ab3763772bbcc4940594c3ddc11d43a8fe3d,1,1,0,100.0,0.0,False,True,False,0.0
1570,0x000000000000000000000000fc3af8095dff0faceeefa0739da00fbf770633ab,1,1,0,100.0,0.0,False,True,False,1.0
1571,0x00000000000000000000000015a2081dccd3c4c447592938e9460e5f075a6114,1,1,0,100.0,0.0,False,True,False,1.0
1572,0x0000000000000000000000000c576afa186eef956b09c42d32cebfd47beabf94,1,1,0,100.0,0.0,False,True,False,0.0
1573,0x000000000000000000000000755be0840e49e56a2ade3e56652bcb951954c7ad,1,1,0,100.0,0.0,False,True,False,0.0
1574,0x000000000000000000000000030d6b013977c7ff4b1b7fd3a9012c5f451f14af,1,1,0,100.0,0.0,False,True,False,0.0
1575,0x0000000000000000000000003aebad258766c2af1f07a4d50b60c74ce42e056d,1,1,0,100.0,0.0,False,True,False,0.0
1576,0x000000000000000000000000d85d9b1c0dfc035f36d28647928f10999d83f898,1,1,0,100.0,0.0,False,True,False,1.0
1577,0x0000000000000000000000004fdb9fe829ce1b8480fbbc5461a52a5eafa01bd6,1,1,0,100.0,0.0,False,True,False,0.0
1578,0x0000000000000000000000008ee0a582f21a2f6bfe6245086a00d96caeadaddd,2,2,0,100.0,0.0,False,True,False,0.0
1579,0x000000000000000000000000d918719e08b1671f17e518bfdfd83816eec709c6,1,1,0,100.0,0.0,False,True,False,0.0
1580,0x000000000000000000000000127f5be26a45ff6fbcab07e359ff8b5ec0416f81,1,1,0,100.0,0.0,False,True,False,0.0
1581,0x0000000000000000000000008dd987fc27d1586894a2e4dafc802eceeac499e3,1,1,0,100.0,0.0,False,True,False,0.0
1582,0x00000000000000000000000079d95e37026bfc477d238f872e52a5049e5eee1f,1,1,0,100.0,0.0,False,True,False,0.0
1583,0x0000000000000000000000000e42dfdf7d10d213bd2be0583c9acd4e7c629911,1,1,0,100.0,0.0,False,True,False,0.0
1584,0x000000000000000000000000d53a21c71c63c1e217ff06a2074c46d28b5f0ef1,1,1,0,100.0,0.0,False,True,False,0.0
1585,0x00000000000000000000000066f83e7178061148dd7b5d244032984e18b1cdc4,1,1,0,100.0,0.0,False,True,False,0.0
1586,0x000000000000000000000000d902e85a1ce2cd7b6cf1c0fd5dfaab1b4036dec5,1,1,0,100.0,0.0,False,True,False,0.0
1587,0x0000000000000000000000007b0ce7874d48f5158b60975898d5a65e5cc46f0e,1,1,0,100.0,0.0,False,True,False,0.0
1588,0x000000000000000000000000cc73fc45739ef733f1e284e6db57f86cb38fc993,1,1,0,100.0,0.0,False,True,False,0.0
1589,0x0000000000000000000000008b81636bf072e04440f8d7491e2416da32422d93,1,1,0,100.0,0.0,False,True,False,1.0
1590,0x00000000000000000000000029d450b5addb2b29d028e8472fb4477643e19df8,2,2,0,100.0,0.0,False,True,False,1.0
1591,0x000000000000000000000000f0a449ee5a80a89f547245d737e8ac00c7ad8b20,1,1,0,100.0,0.0,False,True,False,1.0
1592,0x0000000000000000000000009b57576aa8fa3db46b85ec0f0118af843f18412a,1,1,0,100.0,0.0,False,True,False,0.0
1593,0x0000000000000000000000002be9731d809f85bd50a3dcb099d82d9c0116cafc,2,2,0,100.0,0.0,False,True,False,0.0
1594,0x00000000000000000000000055570933f37e712326e8ece9b49926be3035bbb4,1,1,0,100.0,0.0,False,True,False,0.0
1595,0x000000000000000000000000636ebb6c75ddc53acb365665dc7ef70893cfdd45,1,1,0,100.0,0.0,False,True,False,0.0
1596,0x000000000000000000000000bf0bdf40c1e2be25b1d83424007fc4dc0f19de9a,1,1,0,100.0,0.0,False,True,False,1.0
1597,0x000000000000000000000000bdde98f64f77fdb00a0673e1eeba7f425e2692b5,2,2,0,100.0,0.0,False,True,False,0.0
1598,0x000000000000000000000000137717e5d31c6c4d05e4263b182aeae33680262f,1,1,0,100.0,0.0,False,True,False,0.0
1599,0x0000000000000000000000004e80b4d671ee442839ccab7c79def05f38ee3660,1,1,0,100.0,0.0,False,True,False,1.0
1600,0x00000000000000000000000049448075c8278b18bd4528115b29da4a535eb981,1,1,0,100.0,0.0,False,True,False,1.0
1601,0x000000000000000000000000820423f02d0ac4a578db5bf83e999d3cfb9729af,1,1,0,100.0,0.0,False,True,False,0.0
1602,0x0000000000000000000000009403c1caccb05c80bd714adb78fea217cbf1e1ef,1,1,0,100.0,0.0,False,True,False,0.0
1603,0x0000000000000000000000005d5aa1b6ee396e33b7f6e9f281138d6b447d16e0,1,1,0,100.0,0.0,False,True,False,0.0
1604,0x000000000000000000000000a19d047d0f4951cd05b37368adca9fac1a04cec7,1,1,0,100.0,0.0,False,True,False,1.0
1605,0x0000000000000000000000006c46b69b8e46715859a58da7d3f66dbb8d8e877a,1,1,0,100.0,0.0,False,True,False,1.0
1606,0x00000000000000000000000097982d458ec119c5fa6aedc3b422107c01877930,1,1,0,100.0,0.0,False,True,False,0.0
1607,0x000000000000000000000000905f29fab267df974d6965bef5b1a28a6796355a,1,1,0,100.0,0.0,False,True,False,1.0
1608,0x0000000000000000000000004474df573330d4a13d4b6803b23325cbcd3f8faa,1,1,0,100.0,0.0,False,True,False,0.0
1609,0x000000000000000000000000fed095bfac3979899c83644c8d887aab020ebcc3,1,1,0,100.0,0.0,False,True,False,0.0
1610,0x000000000000000000000000468b65902d34353c3f17f45b96a2e3215987530e,1,1,0,100.0,0.0,False,True,False,0.0
1611,0x000000000000000000000000e2dd8a23b20349db96b192a3d611fa9506074707,1,1,0,100.0,0.0,False,True,False,0.0
1612,0x00000000000000000000000014a72e9d6887da4857f0b57178ffe379106cef7a,1,1,0,100.0,0.0,False,True,False,0.0
1613,0x00000000000000000000000006350648d90d7aeeee30a1257c7e7fcc260edc33,2,2,0,100.0,0.0,False,True,False,0.0
1614,0x0000000000000000000000008702c9703ad1e66625ec4bfdcdaff9deb7e0f8e0,1,1,0,100.0,0.0,False,True,False,0.0
1615,0x000000000000000000000000f84f37de24c20a0353c9adb94fb2d81c2bcc6cfc,2,2,0,100.0,0.0,False,True,False,1.0
1616,0x000000000000000000000000a121210e31f5ea4a1f7bba0cc36faca544e2956f,1,1,0,100.0,0.0,False,True,False,0.0
1617,0x000000000000000000000000139c633010f29672bf29d21fea4eaade752c7aed,1,1,0,100.0,0.0,False,True,False,0.0
1618,0x00000000000000000000000035e4dc67659f66d91828a8f9d7358dd3fcc59047,2,1,1,50.0,50.0,False,False,True,0.0
1619,0x0000000000000000000000001e9cc4c1c7b28aba1033090f6e4f12a15015c3c4,1,1,0,100.0,0.0,False,True,False,0.0
1620,0x000000000000000000000000203bcb404bc5a89107ddd53cd7b7db350a32fc90,1,1,0,100.0,0.0,False,True,False,0.0
1621,0x000000000000000000000000ffe65a08f125716d1c4c0f3d2de85be4f38d08b9,1,1,0,100.0,0.0,False,True,False,0.0
1622,0x0000000000000000000000006ceb781c20ea92cbd177067bc3f6546fe4397808,2,2,0,100.0,0.0,False,True,False,1.0
1623,0x0000000000000000000000005e05647de1341f7c48b6b4d5f9468497b12d6fc2,2,2,0,100.0,0.0,False,True,False,0.0
1624,0x0000000000000000000000006c581b4b5391dfb5f1428c0a2d2545a2848b017e,1,1,0,100.0,0.0,False,True,False,0.0
1625,0x000000000000000000000000368fc4374d4d7cee70771e91d87341159506003d,1,1,0,100.0,0.0,False,True,False,0.0
1626,0x000000000000000000000000b622e01d28ab3d09984d2759460e9ff86f6eefe7,1,1,0,100.0,0.0,False,True,False,0.0
1627,0x000000000000000000000000f9c5e0e81a61b9446e0a570b5629b75e711e0ba0,3,1,2,33.333333333333336,66.66666666666667,False,False,True,3.0
1628,0x0000000000000000000000003e5576880ff7ef74a821710e9a458bb6b5f60cad,2,2,0,100.0,0.0,False,True,False,0.0
1629,0x000000000000000000000000d7d641243a2d6ce7ca40c1557a02b215a1c260a7,1,1,0,100.0,0.0,False,True,False,0.0
1630,0x00000000000000000000000044447d115d8ea747d6fc6003ffea30812d34949e,1,1,0,100.0,0.0,False,True,False,0.0
1631,0x000000000000000000000000561366c29ca5202575389d3179caa8fbd7281ea2,1,1,0,100.0,0.0,False,True,False,0.0
1632,0x0000000000000000000000000cd71ebc585086ec416813efb26c1969e5fc7b01,1,1,0,100.0,0.0,False,True,False,1.0
1633,0x00000000000000000000000030b33f43bdaa7c181f8678d412d7dc80a6ee7193,2,2,0,100.0,0.0,False,True,False,1.0
1634,0x000000000000000000000000b0469e34797f184339519283bcdd4f4a9f64b7db,1,1,0,100.0,0.0,False,True,False,0.0
1635,0x000000000000000000000000ed0b7e810b7e7b78c322d0cb91ddd5e86995aece,1,1,0,100.0,0.0,False,True,False,0.0
1636,0x000000000000000000000000f6a8a03bb5dd58e95d2b476f75a698df1dbf01e5,1,1,0,100.0,0.0,False,True,False,1.0
1637,0x000000000000000000000000ad91a1767a3cb17acb181dc1064a7e4c4004dbc7,1,1,0,100.0,0.0,False,True,False,0.0
1638,0x000000000000000000000000ad71bfaf3e101f52249196e4d7ab119e8dc7a2ed,2,2,0,100.0,0.0,False,True,False,2.0
1639,0x000000000000000000000000f6272ef89a3ce3986ff0e7a21a78cb275b05c7c6,1,1,0,100.0,0.0,False,True,False,0.0
1640,0x000000000000000000000000bd485d56988f108034a8518b0910cd6fc6c7c1d2,1,1,0,100.0,0.0,False,True,False,0.0
1641,0x000000000000000000000000ebf652f468c3bd2d37c31c3d3836ed4d1dcf95e4,1,1,0,100.0,0.0,False,True,False,1.0
1642,0x0000000000000000000000006207be3e703ae28a5df137a1a40ccfd711b41b4e,1,1,0,100.0,0.0,False,True,False,1.0
1643,0x000000000000000000000000af95f0011a82a1a45fe9161cba85f5e353f3f37e,1,1,0,100.0,0.0,False,True,False,1.0
1644,0x000000000000000000000000b20a3ef8847d5a5e6c11ef0c633d7c902f9d9e53,1,1,0,100.0,0.0,False,True,False,0.0
1645,0x00000000000000000000000053c69752f928cbbb93039a5e8b3aeb8239508f72,1,1,0,100.0,0.0,False,True,False,0.0
1646,0x00000000000000000000000070f7a06cb7d5a9cb34c6b1314dcd09a7c737c018,2,2,0,100.0,0.0,False,True,False,1.0
1647,0x000000000000000000000000f5389839bef83f020b3f02735682f598e8c9cbe0,1,1,0,100.0,0.0,False,True,False,0.0
1648,0x0000000000000000000000006f2fce39f675f25d1f10bf28e6a64d615d747163,2,2,0,100.0,0.0,False,True,False,3.0
1649,0x000000000000000000000000709f48a9f3821903bdf4f3a47423f45f8881e0ff,1,1,0,100.0,0.0,False,True,False,0.0
1650,0x0000000000000000000000003c09bbf418e4e6e1f8c04dd95ae88a95848d4e42,1,1,0,100.0,0.0,False,True,False,0.0
1651,0x0000000000000000000000006e418654070188d1595c66ff0ed9952fa5881e2b,1,1,0,100.0,0.0,False,True,False,0.0
1652,0x000000000000000000000000620fe8a929f6a55e3ced5615460ca792332635a6,1,1,0,100.0,0.0,False,True,False,0.0
1653,0x000000000000000000000000ca8ef0b22aef639fd924ccc2e0d51cc6b5123a16,2,2,0,100.0,0.0,False,True,False,0.0
1654,0x00000000000000000000000008a6236f0c7c34253ea4d32e50c932c15fc4d458,1,1,0,100.0,0.0,False,True,False,0.0
1655,0x00000000000000000000000003e3a1fbda13495b49d68f727328be8b97507fa6,1,1,0,100.0,0.0,False,True,False,0.0
1656,0x00000000000000000000000091a32e43b1cb10881d4cf27db61fc133906ac2e6,1,1,0,100.0,0.0,False,True,False,0.0
1657,0x000000000000000000000000521bd7c71e2b796feec77a5a22cb4c5b409ef116,1,1,0,100.0,0.0,False,True,False,0.0
1658,0x0000000000000000000000001b8da0b1425dbcf5cd74439f29fa7ff70623e129,1,1,0,100.0,0.0,False,True,False,0.0
1659,0x000000000000000000000000dfc6e8fc4b5f1ca7fe5f3a8bdd4952097c062763,1,1,0,100.0,0.0,False,True,False,1.0
1660,0x000000000000000000000000d6d67d54e33d39644fd2d4329f7d3317129bba89,1,1,0,100.0,0.0,False,True,False,0.0
1661,0x0000000000000000000000007d8b288b5967b7205018ac0c1c2dff7202107f49,2,2,0,100.0,0.0,False,True,False,1.0
1662,0x0000000000000000000000001a7d2eb0562c27ec2873daac747e12678c8267a4,1,1,0,100.0,0.0,False,True,False,0.0
1663,0x00000000000000000000000073e7c815c51daa1306e353909e97fd0c3d5dfe4b,1,1,0,100.0,0.0,False,True,False,0.0
1664,0x00000000000000000000000042d1d78153f67a4bd88a94cf34536d0b241c1dbe,1,1,0,100.0,0.0,False,True,False,2.0
1665,0x000000000000000000000000948b7ec9e7347fb311c0fbf94f41a9fb9b8fe970,1,1,0,100.0,0.0,False,True,False,0.0
1666,0x0000000000000000000000003b2d108043bbc9252cefc4631db91ca3c961a066,1,1,0,100.0,0.0,False,True,False,0.0
1667,0x000000000000000000000000d188a70c4e5e46b87003c56cf86d2ca5669c34e3,1,1,0,100.0,0.0,False,True,False,1.0
1668,0x00000000000000000000000066b4a07a8c4e5da7b36ac3603aa18f0fc8266096,2,2,0,100.0,0.0,False,True,False,1.0
1669,0x000000000000000000000000b2b6939322f5deb3d40dd1abd8ac8a16e4ebda15,1,1,0,100.0,0.0,False,True,False,0.0
1670,0x0000000000000000000000000aa031b7a6b50219fac4ccc6e82a578e85b81e02,2,2,0,100.0,0.0,False,True,False,0.0
1671,0x000000000000000000000000857e85788377fbfb373aefab635a30a873b88c45,2,2,0,100.0,0.0,False,True,False,1.0
1672,0x000000000000000000000000e14fee2e3bade15e4b967016d4733e38085a879d,1,1,0,100.0,0.0,False,True,False,0.0
1673,0x00000000000000000000000072515fcdba6eac27120f4e8206d2d8b9384c6908,1,1,0,100.0,0.0,False,True,False,0.0
1674,0x00000000000000000000000004ccebfad98e6c2e5dcfbf9ad3e0f75416108da2,1,1,0,100.0,0.0,False,True,False,0.0
1675,0x000000000000000000000000ea7fded88295068958dc16b2f124101bd39f3655,1,1,0,100.0,0.0,False,True,False,0.0
1676,0x0000000000000000000000002bbdd9136e3bc9bc8deb558716d2a16cc502d207,1,1,0,100.0,0.0,False,True,False,1.0
1677,0x0000000000000000000000000795aab2e56a7296f2b11b9e8f642f834f5dfacb,1,1,0,100.0,0.0,False,True,False,0.0
1678,0x000000000000000000000000f2d8f85d1a484c265fde684955c25c88cdcee10c,1,1,0,100.0,0.0,False,True,False,0.0
1679,0x000000000000000000000000beb5b5bd9b34be43f20dec7d5e9bfed8a333b41e,1,1,0,100.0,0.0,False,True,False,0.0
1680,0x000000000000000000000000d00a852e41435f41a752eaeb1821b3177df7c8cc,1,1,0,100.0,0.0,False,True,False,0.0
1681,0x000000000000000000000000b718353ee918d89b026f8291dba7ef41d4b6d597,1,1,0,100.0,0.0,False,True,False,0.0
1682,0x00000000000000000000000031d65ee1e130a7558b5ab5ecd6f671314354274c,1,1,0,100.0,0.0,False,True,False,0.0
1683,0x000000000000000000000000c42697a53a425c0591a4a2b66d7f84580edfdb7d,1,1,0,100.0,0.0,False,True,False,1.0
1684,0x0000000000000000000000004705860f9b1750866b00db38e9b81dcc1d3c2a78,2,2,0,100.0,0.0,False,True,False,0.0
1685,0x00000000000000000000000090d8e184da435a2a13664b40df655a57e6f8c0a9,1,1,0,100.0,0.0,False,True,False,0.0
1686,0x000000000000000000000000e3f8799b6977f8246a4f8222450be0914df55814,1,1,0,100.0,0.0,False,True,False,0.0
1687,0x00000000000000000000000021a1782f1a231f9bcfb73a90b84fe3f421a426ef,1,1,0,100.0,0.0,False,True,False,0.0
1688,0x000000000000000000000000191e6871602dfebbd6a81bad8c6dd3e10c14ca1a,1,1,0,100.0,0.0,False,True,False,0.0
